movie,year,rating,genre,runtime,imdb_rating,metascore,votes,descriptions
An Action Hero,2022,7,Action|Comedy|Crime,130,7,,31004,"Youth Icon. Superstar. Action Hero. At the age of just 30, Maanav was at the peak of his career when he got caught up in an accident while filming in Haryana. Maanav, who was once a household name, is now living in hiding."
The Storied Life of A.J. Fikry,2022,6.5,Comedy|Drama,105,6.5,,1904,"A.J. Fikry's wife has died, his bookstore is in trouble, and now his prized rare edition of Poe poems has been stolen. However, when a mysterious package appears, its arrival gives him the chance to start his life over and see things anew."
Raymond & Ray,2022,6.2,Comedy|Drama,105,6.2,49,7504,"Half brothers Raymond and Ray reunite when their estranged father dies - and discover that his final wish was for them to dig his grave. Together, they process who they've become as men, both because of their father and in spite of him."
American Carnage,2022,5,Action|Comedy|Horror,101,5,,3508,"After a governor issues an executive order to arrest the children of undocumented immigrants, the newly detained youth are offered an opportunity to have their charges dropped by volunteering to provide care to the elderly."
Alienoid,2022,6.2,Action|Adventure|Fantasy,142,6.2,54,4302,The door of time opens between the swordsman who wants to seize the legendary divine sword at the end of the Goryeo Dynasty and those who chase after an alien prisoner imprisoned in a human body in 2022.
Murder at Yellowstone City,2022,5.3,Crime|Drama|Mystery,127,5.3,45,2244,"A former slave arrives in Yellowstone City, Montana, a desolate former boomtown now on the decline, looking for a place to call home. On that same day, a local prospector discovers gold - and is murdered."
Laal Singh Chaddha,2022,5.6,Comedy|Drama|Romance,159,5.6,46,176748,"The story of Laal Singh Chaddha, a simple man whose extraordinary journey will fill you with love, warmth and happiness."
Brahmastra Part One: Shiva,2022,5.6,Action|Adventure|Fantasy,167,5.6,57,109949,"A DJ with superpowers and his ladylove embark on a mission to protect the Brahmastra, a weapon of enormous energy, from dark forces closing in on them."
Lost in the Stars,2022,6.4,Crime|Drama|Mystery,121,6.4,,1411,"He Fei's wife, Li Muzi, disappears during their anniversary trip. When she reappears, he insists that she is not his wife. As Chen Mai, a top lawyer gets involved in this bizarre case, more mysteries start to emerge."
Blackout/VI,2022,3.8,Action|Crime|Thriller,81,3.8,,4546,"A man wakes in a hospital with no memory, and quickly finds himself on the run in a locked down hospital with the Cartel on his tail. He scrambles to find his true identity in the most vicious way."
Inspector Sun,2022,5.2,Animation|Comedy|Family,88,5.2,,240,"Inspector Sun boards a seemingly normal plane for a much-needed vacation, but when an enigmatic millionaire receives a threat on his life, Sun is back on the case. Trapped in a web of lies, Sun must find the culprit before it's too late."
Falling for Christmas,2022,5.2,Comedy|Romance,93,5.2,40,25496,"In the days leading up to Christmas, a young and newly engaged heiress experiences a skiing accident. After being diagnosed with amnesia, she finds herself in the care of the handsome lodge owner and his daughter."
Meet Cute/I,2022,5.7,Comedy|Drama|Fantasy,89,5.7,50,10482,"What would you do if you could travel to your loved ones' past, heal their traumas, fix their problems, and change them into the perfect partner?"
God's Country/II,2022,5.6,Thriller,102,5.6,77,3703,"When a college professor confronts two hunters she catches trespassing on her property, she's drawn into an escalating battle of wills with catastrophic consequences."
When You Finish Saving the World,2022,5.6,Comedy|Drama,88,5.6,61,3515,"Evelyn and her oblivious son Ziggy seek out replacements for each other as Evelyn desperately tries to parent an unassuming teenager at her shelter, while Ziggy fumbles through his pursuit of a brilliant young woman at school."
A Thousand Little Cuts,2022,5.1,Thriller,87,5.1,,582,"A young woman wakes up in a hospital, convinced she is recovering from minor surgery only to find herself in a battle of wits with a psychiatrist who can't let her leave until she remembers...                See full summary »"
Nanny,2022,5.3,Drama|Horror,99,5.3,72,7241,"Immigrant nanny Aisha, piecing together a new life in New York City while caring for the child of an Upper East Side family, is forced to confront a concealed truth that threatens to shatter her precarious American Dream."
Infinite Storm,2022,5.2,Drama|Thriller,97,5.2,56,8001,"When a climber gets caught in a blizzard, she encounters a stranded stranger and must get them both down the mountain before nightfall."
The Innocent,2022,6.8,Comedy|Crime|Romance,99,6.8,68,2962,"When Abel learns that his mother is about to marry a man in prison, he freaks out. With the help of his best friend, he will do whatever it takes to protect her. But meeting his new stepfather may well offer him a new perspective."
Moonshot,2022,5.6,Comedy|Romance|Sci-Fi,104,5.6,58,6043,"This romantic comedy with a twist follows two college students as they join forces in order to be reunited with their significant others, embarking on a lively journey that takes them wildly off course."
Upon Entry,2022,7.3,Drama,77,7.3,,255,"Diego, a Venezuelan urbanist, and Elena, a contemporary dancer from Barcelona, move to the United States with their approved visas to start a new life. Their intention is to boost their ...                See full summary »"
Apollo 10½: A Space Age Childhood,2022,7.2,Animation|Adventure|Drama,97,7.2,79,11123,"A coming-of-age story set in the suburbs of Houston, Texas in the summer of 1969, centered around the historic Apollo 11 moon landing."
God's Creatures,2022,6,Drama,100,6,69,2750,"In a windswept fishing village, a mother is torn between protecting her beloved son and her own sense of right and wrong. A lie she tells for him rips apart their family and close-knit community in this tense, sweepingly emotional epic."
L'immensità,2022,6.4,Drama,99,6.4,70,2293,"The story of love between Clara and her children, set in Rome in the '70s."
Mr. Malcolm's List,2022,5.9,Comedy|Drama|Romance,117,5.9,65,3520,A young woman courts a mysterious wealthy suitor in 19th century England.
Agent Game,2022,4,Action|Thriller,90,4,,2613,A CIA officer finds himself the target of a rendition operation after being scapegoated for the death of an interrogation subject.
Cryptid,2022,5.2,Horror|Thriller,114,5.2,,1733,"A small rural town in Maine is shocked as a mysterious animal leaves a local resident brutally ripped apart. Deemed to be a random bear attack by town officials, freelance journalist Max Frome suspects it might be something more."
Section 8/II,2022,4.2,Action|Thriller,98,4.2,,1467,After avenging the murder of his family a former soldier is sprung from prison and recruited by a shadowy government agency.
As Good as Dead,2022,5.4,Action|Crime,89,5.4,,468,"Bryant befriends a troubled teen and introduces him to martial arts. As Bryant's mysterious and dangerous past catches up to him, he is forced into a life and death struggle to clear his name, save the boy and get back all he left behind."
First Love/I,2022,4.7,Romance,96,4.7,,1380,The story is described as a poignant look at a young man's difficult entry into adulthood.
Lonesome,2022,6.6,Drama,95,6.6,,716,"Casey, a country lad running from a small-town scandal, finds himself down and out in big city Sydney. When he meets city lad Tib both men find something they have been missing but neither of them knows quite how to negotiate it."
Love Doll,2022,8.1,Comedy,,8.1,,46,"A mechanic with terminal cancer has a bizarre secret --- he's had a life-long love-affair with a sex doll. Now his son, a D-list TV actor, must help him find the doll a new home and say goodbye."
The Last Manhunt,2022,4.3,Western,103,4.3,,1051,"Based on true events in the early 1900s Wild West, Willie Boy falls in love with Carlota from the Chemehuevi tribe despite being forbidden to be together. A fatal incident forces the young couple to flee the only place they know as home."
Beyond the Gates of Hell,2022,4.5,Horror,42,4.5,,92,"A newly married couple purchase a mansion in the countryside to open a bed and breakfast. However, it is revealed that brutal murders has took place previously on the property and someone or something might be lurking in the basement."
Sita Ramam,2022,8.6,Action|Drama|Mystery,163,8.6,,63304,"An orphan soldier, Lieutenant Ram's life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a letter to Sita which won't reach her."
The Almond and the Seahorse,2022,5.5,Drama,96,5.5,42,372,What happens when you're ambushed by time? An archaeologist and an architect fight to re-imagine a future after traumatic brain injury leaves them adrift from the people they love.
Shut In/I,2022,5.8,Thriller,89,5.8,,10353,"When a young mother is barricaded inside a pantry by her violent ex-boyfriend, she must use ingenuity to protect her two small children from escalating danger while finding an escape."
My Name Is Vendetta,2022,5.5,Action|Crime|Drama,90,5.5,,5293,"After old enemies kill his family, a former mafia enforcer and his feisty daughter flee to Milan, where they hide out while plotting their revenge."
The Mean One,2022,3.7,Comedy|Horror,93,3.7,29,554,"In a sleepy mountain town, Cindy's parents are murdered and her Christmas is stolen by a bloodthirsty green figure in a red Santa suit."
Sex Appeal,2022,5.3,Comedy|Drama|Romance,90,5.3,,2781,"Avery, a teenager with a tendency towards perfectionism, enlists her friend Larson to help her prepare for her first time with her long-distance boyfriend."
Love in the Villa,2022,5.4,Comedy|Romance,114,5.4,50,12388,"A young woman takes a trip to romantic Verona, Italy, after a breakup, only to find that the villa she reserved was double-booked, and she'll have to share her vacation with a cynical British man."
Freddy,2022,7.4,Drama|Mystery|Romance,124,7.4,,32718,The lines between love and obsession blur in this romantic thriller packed with unpredictable twists and sharp turns.
The Inspection,2022,6.7,Drama,95,6.7,73,4117,"A young, gay Black man, rejected by his mother and with few options for his future, decides to join the Marines, doing whatever it takes to succeed in a system that would cast him aside."
Dampyr,2022,5.3,Fantasy|Horror,109,5.3,,842,"Harlan Draka is a Dampyr, half-human and half-vampire, but he doesn't know it. Soon he will have to face his powers to destroy a terrible Master of The Night."
Cerebrum,2022,4.2,Horror,97,4.2,,154,"After waking up from a year-long coma, an insecure young man must fight his controlling father in order to discover what really happened to his seemingly absent mother, as the true consequences of his past actions unravel before him."
